Index	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22
T30234481	0.750879197	0.129373788	0.480665121	0.988039654	-9518	534	-5188	-4725	-7056	-8276549099	-6264245501	1183874939	-1065440885	-562077968	7/10/1984	10/7/1986	1	1	3	378	5	16
T30234482	0.814785893	0.169974845	0.786176207	0.016889275	4042	8854	1374	5909	3066	979032099	9913081317	-5886352554	7277573982	-1608401570	5/30/1988	6/2/1987	1	1	376	310	12	1
T30234483	0.44981578	0.88412184	0.770186632	0.177738727	-6498	4611	-7634	-4420	-7059	2901086031	8654250753	-285594390	600687814	7707714604	11/18/1989	8/7/1986	2	1	708	136	1	1
T30234484	0.134849327	0.35637902	0.0683736	0.804098474	8848	-9015	-4644	-1187	-6990	9485297677	-1397909194	-5762900409	264561349	4686855923	11/28/1988	9/2/1986	1	1	558	292	1	3
T30234485	0.799796245	0.369675662	0.759071579	0.133974478	-7567	577	4323	6636	-6266	-4059114109	-993573492	2083818564	-9092424191	739719251	6/16/1986	3/2/1997	1	1	460	530	4	17
T30234486	0.352794701	0.180590068	0.451011366	0.709703464	-1937	40	-2512	4398	8963	8597774396	-1377082810	-8031912635	-8984552045	2349526582	2/2/1996	7/19/1988	1	1	63	287	2	1
T30234487	0.976334082	0.809631023	0.655646045	0.075446003	86	2945	-7837	8592	9176	2425625797	1261697775	-3106761772	-7123784414	112764111	2/16/1987	7/29/1992	1	3	144	764	1	20
T30234488	0.661972574	0.443176578	0.333947052	0.582192572	-541	4080	210	-4253	8830	9937118298	-1880967954	3715727347	3093804985	5248612448	12/16/1982	1/26/1992	1	1	268	165	4	14
T30234489	0.258254303	0.103898342	0.91626585	0.44333248	1222	2009	-2667	-2447	1013	-1012763445	-1060426517	8795949445	-7763616165	2339135742	6/7/1988	7/14/1989	1	1	117	28	1	6
T30234490	0.169349987	0.495952564	0.049729228	0.778024157	-5287	5354	-209	2409	7818	-6974644735	6971669374	-1707999308	5523872011	2107516263	10/27/1987	6/21/1991	1	1	423	289	4	21
T30234491	0.314262481	0.692146625	0.588090354	0.31148898	8662	4228	-3128	-2597	9641	-8365968296	-3311915776	-2132580285	-7873410581	-2335235666	7/21/1991	5/28/1994	1	2	413	702	3	1
T30234492	0.295934852	0.997387109	0.555083876	0.2254591	1138	-6325	-1859	5870	7848	6637406681	4181351263	-7428819534	-6002244623	1887523138	6/8/1994	2/24/1993	1	2	490	702	11	6
T30234493	0.672683751	0.174472852	0.081473149	0.959564441	7199	-173	-3822	-3309	7398	2136980032	9432758180	-4364584116	5362340825	2796035267	12/30/1987	3/31/1991	1	1	515	460	5	1
T30234494	0.97793947	0.523287589	0.012394835	0.240646656	9323	1116	9988	5249	6558	2094860433	1111627882	1024671490	-7634243174	-2702112063	10/11/1983	6/12/1990	1	1	316	22	3	5
T30234495	0.692737377	0.29265413	0.820896602	0.230381146	-4312	8713	-8507	-7776	-7590	7263137313	8064307892	-9467753059	-675048372	7304486480	10/3/1987	7/10/1994	2	3	705	765	9	1
T30234496	0.211375472	0.409099089	0.46933713	0.916465941	-2959	-4913	-8356	-4555	-749	-3846821125	7636366135	-5889937213	7941075447	3167547090	7/29/1990	3/7/1991	1	1	310	529	1	8
T30234497	0.831055388	0.32235912	0.300720355	0.425155096	-44	1080	-7014	-1454	-9751	-5686475736	6395768315	-7196207871	7295519827	-4071490600	3/17/1982	11/18/1990	1	1	288	594	7	5
T30234498	0.793303792	0.763889254	0.445164032	0.451063041	9307	-9092	4942	-905	2716	-964645796	8779244449	9697334604	-8961670348	4178494685	8/21/1991	6/20/1988	1	1	275	120	2	6
T30234499	0.195281028	0.201154652	0.836924577	0.8771386	201	5638	2608	4413	3437	-9677802405	9279401475	-4984865240	1776625258	3422730662	3/9/1999	7/17/1996	1	1	185	349	10	7
T30234500	0.542320324	0.78005964	0.933006031	0.347394544	8003	-7826	-3286	-9892	-3635	-8552023346	9188494651	-7107315775	-2200724157	-8788458024	2/6/1981	4/15/1991	3	1	758	341	10	1
T30234501	0.379549793	0.765168399	0.521481175	0.657944541	8489	6011	-7604	-3069	6026	3879639457	-9888691700	3645697838	2905490345	-8103631910	10/29/1984	11/15/1992	2	3	707	758	1	1
T30234502	0.521705274	0.585525162	0.085534987	0.751313828	8465	5597	4286	-6	-7655	5940549032	643375980	-9428342601	6032322277	8318178703	9/2/1981	4/20/1990	1	2	114	704	1	1
T30234503	0.155965825	0.248805581	0.396907909	0.109325166	6163	6486	-8921	7158	2604	8198438674	-4077449482	-4439996840	-8290557180	7434466755	8/10/1985	1/13/1995	1	1	134	420	5	9
T30234504	0.668495467	0.526412011	0.893099803	0.410966456	-4203	-9600	-4964	-7551	5178	3916172661	630664592	2734316464	-6476197663	-3038661204	1/5/1988	1/18/1991	1	2	570	702	2	1
T30234505	0.71696759	0.728193335	0.646316952	0.926504537	2759	7719	6875	-7183	-358	4220117778	7177569789	5077179961	-603813941	-3849225529	11/11/1986	9/12/1993	1	2	163	701	10	1
T30234506	0.842267587	0.261147918	0.292087981	0.143616373	-3725	-201	-3531	-8273	-9098	5853733489	-1636451504	-7470334611	-7380973213	-1511711774	8/18/1995	2/3/1992	1	1	276	368	6	1
T30234507	0.486434181	0.001963834	0.935089509	0.009183041	5381	7459	5726	8488	-7740	5794172663	5617197560	-7463845962	5225488017	2202518178	12/3/1986	4/7/1988	1	1	354	564	6	5
T30234508	0.777454984	0.58610447	0.890204565	0.594861782	-8500	8565	9361	-1672	-7015	-6924729453	-8770639968	-7233731719	39180563	-5893375075	2/13/1984	6/3/1990	1	2	528	707	3	8
T30234509	0.765504015	0.864125912	0.281027182	0.03105389	-5987	-4300	-8838	4181	3855	-4494151278	3999907088	4653951457	2250126903	5933538916	2/19/1988	4/1/1993	4	2	814	710	1	1
T30234510	0.183867404	0.9175669	0.69424801	0.312105692	6137	4323	-6725	-197	3514	8360512552	2707123667	4282517938	-6300441425	9615415086	12/27/1988	1/21/1990	1	1	492	105	1	1
T30234511	0.95020628	0.320786434	0.446244327	0.134976525	4282	6219	-3808	2796	6167	-1458050534	3582352975	5054111390	-2809570356	-3567408586	5/3/1992	10/21/1989	1	2	183	707	12	13
T30234512	0.787093094	0.460725003	0.4305865	0.447083915	3274	-3184	-3016	-2608	3427	3709396525	2655643106	2936333034	-2491154252	-3367658175	9/7/1983	9/3/1989	1	1	561	434	2	1
T30234513	0.782467722	0.520582702	0.108278603	0.744637526	7086	5781	327	2977	4602	-383648877	-54127561	3013488032	1404058597	3114801164	4/3/1994	2/2/1992	1	3	317	760	8	1
T30234514	0.777398069	0.911652131	0.567463564	0.284568977	-4071	-6530	4523	4790	-1180	-2832578821	2828491452	1075224951	-891171372	-2309629954	6/27/1995	10/6/1994	1	1	581	578	1	8
T30234515	0.134929737	0.832119873	0.725614666	0.16883047	3146	3715	-9780	5755	5194	6661025740	2005033173	-1485077272	-1697293741	-2151747629	9/21/1983	7/17/1990	1	1	30	213	11	4
T30234516	0.466852118	0.714881513	0.267494194	0.26456938	1696	-8281	7622	2984	1086	-406362923	-4373056805	644181918	1698923843	-8225073000	3/17/1986	11/3/1994	1	1	382	63	9	1
T30234517	0.279715922	0.439745272	0.504675885	0.815059067	9761	-4055	4847	342	-6831	-540902398	3056375004	8854946864	-3895944308	8435071441	10/29/1983	8/18/1994	1	1	509	239	1	1
T30234518	0.9058129	0.419386515	0.512491988	0.841773974	-3199	6603	4992	-7496	5287	5041397285	-1972321308	-7752349823	8287887679	9883098218	6/14/1990	4/4/1990	1	1	92	108	2	8
T30234519	0.074179421	0.741439559	0.556973803	0.908065135	4799	-7638	9181	9094	-3151	-8176929991	-5560097707	-7100170128	5376678618	-8340242861	7/4/1989	7/15/1989	1	1	142	507	3	2
T30234520	0.939861704	0.116095815	0.713444734	0.14270289	-275	710	1854	-2617	-6080	7127806355	3325267651	4491975493	-7170960195	-6030264834	5/16/1982	10/27/1986	1	1	490	247	1	11
T30234521	0.934720515	0.89952014	0.662046233	0.198703137	758	7097	-3848	-2957	-6041	-5941860709	5021921467	-6219723094	3282806897	2776377606	2/6/1983	9/2/1991	1	3	370	766	2	5
T30234522	0.288133339	0.324824437	0.0522435	0.959519855	1044	2572	591	5334	-6218	-5129259962	2004267008	3926243802	3497570309	173390871	1/8/1991	8/23/1989	2	1	709	31	4	8
T30234523	0.165332932	0.382394565	0.448498595	0.764091746	-1999	-8855	598	-4683	8482	4282272257	-2976387650	-8279215875	5853486373	-6809745891	1/26/1988	5/20/1991	1	2	122	703	4	1
T30234524	0.169059785	0.326070512	0.239830944	0.456197689	-4396	-6718	-3406	-4244	3770	6660921754	7684626152	924517052	4154155198	6367437832	5/14/1983	1/29/1992	1	1	563	385	1	5
T30234525	0.245635963	0.10505906	0.771564548	0.972014821	7635	7258	-8576	-849	1046	4503215833	-8743415125	5137435781	-3064772028	5436159281	7/20/1992	9/12/1990	1	1	464	585	2	4
T30234526	0.297682957	0.99397981	0.642933443	0.070195528	-1671	3508	9049	-2575	4604	5760397103	6408968020	-9768193521	-3113150251	5702756852	8/16/1990	10/8/1984	2	1	701	304	1	5
T30234527	0.936347273	0.061547656	0.57491555	0.894747569	5492	-824	-289	8294	14	2539219832	-997546117	2451010540	3783761776	-7925434913	8/5/1990	11/13/1991	1	1	474	443	12	1
T30234528	0.66938867	0.407183519	0.761538496	0.683294828	4661	-6110	6136	7373	-4645	-6085773392	-1355742345	8342595232	927212640	-8502343545	2/11/1986	6/17/1989	6	2	901	707	1	12
T30234529	0.11216123	0.143860077	0.444644194	0.678111568	-9296	3236	-8674	-4182	8847	-9101692417	-6492956899	231957938	7268099367	-4234368391	9/29/1990	10/29/1992	1	1	124	455	1	5
T30234530	0.465355395	0.453888864	0.811093412	0.734477041	3207	4642	7267	1302	-5949	6953409468	-3938648185	-8941110497	-1133450419	-4186698064	4/26/1979	10/21/1990	1	1	221	351	3	6
T30234531	0.25868421	0.238644819	0.475290067	0.427991897	681	-1566	-8482	-2522	-183	-7222911853	4208358408	-3871104876	8741095032	9018890166	2/24/1992	9/11/1983	2	1	701	121	3	1
T30234532	0.353606145	0.059955034	0.460998364	0.471129048	2503	1989	-6312	6380	-8475	3532949267	-9552902733	-1749741250	5493714004	3642950258	1/9/1993	3/2/1990	1	2	594	701	2	21
T30234533	0.689841905	0.026995769	0.886463714	0.494090057	-5482	-4402	-580	-5277	3254	9720192225	-4958566688	8302465033	-3645496056	-3857787002	10/22/1986	3/7/1990	1	2	510	710	1	4
T30234534	0.21516039	0.157369146	0.922851914	0.883175424	-9251	-4231	-8419	-38	-2639	3892257740	748259996	-8354783414	8039541306	6329601014	5/9/1995	10/14/1989	1	1	356	32	1	1
T30234535	0.012331107	0.096432276	0.33222438	0.143192998	-6494	3479	8230	-574	-2109	9768680268	-4938968699	-9460699058	-9725974712	-1216198604	11/26/1990	10/1/1989	1	2	417	702	6	1
T30234536	0.159125401	0.430468432	0.432621825	0.521965377	4560	4131	-931	7055	6152	5032174015	-9030105165	6136232323	9886138451	611335034	5/1/1985	9/25/1989	2	1	702	396	1	1
T30234537	0.793718138	0.917891218	0.732427762	0.992192891	-5775	1162	-980	9582	-6082	-4707394725	-8186802812	9058360287	4611192944	9098436906	9/21/1986	6/30/1990	1	1	27	410	5	2
T30234538	0.769098733	0.783904333	0.048828048	0.595189295	-7834	6852	-5714	1550	927	198669653	1401132843	6067845861	-4152115194	2650934269	10/9/1995	5/7/1989	1	3	373	754	3	1
T30234539	0.523534724	0.151637513	0.559388959	0.665751402	8166	2801	-689	2589	-5195	3234843538	3778938068	-8785250945	-4880683679	4144546343	3/11/1986	4/16/1989	6	3	901	751	4	1
T30234540	0.907376814	0.352846369	0.156859486	0.600128217	-9981	-6248	2842	6923	-1036	9304198185	-6530431213	810628164	-4657040271	-3009001079	9/22/1986	8/9/1989	1	1	411	38	1	5
T30234541	0.089800103	0.240841722	0.886102103	0.774980441	-2291	812	111	-3116	577	4966480792	-2676673805	-7121980668	259637490	-507134735	12/10/1984	4/12/1985	1	1	600	321	6	4
T30234542	0.105231206	0.861045352	0.672694939	0.768373244	-8428	-4233	-9897	-3601	-599	2084593811	5293751999	-7002254539	-8977334189	4155624089	5/13/1986	10/11/1990	1	1	566	346	1	4
T30234543	0.380453091	0.768215503	0.372452669	0.726172629	-8266	8126	1101	-6059	1379	9268523394	-204277381	-5765519830	-7720708217	-3085118361	5/5/1990	5/28/1988	1	1	177	66	4	1
T30234544	0.844954484	0.01819897	0.17388951	0.89857691	3202	1367	-7941	-3399	4073	-5312401528	2989130932	5090794347	-6737734660	843797268	4/11/1988	12/11/1990	1	1	363	415	8	1
T30234545	0.655315186	0.825218833	0.534821248	0.251863576	-4609	-9985	-3952	4473	-9472	-2690257137	-6185012800	7241912814	185155926	-1016354312	3/26/1987	8/18/1985	1	1	51	54	1	21
T30234546	0.812186217	0.476668633	0.856938742	0.041745098	-6245	-1642	-1109	3074	8219	-6565632943	-4848336892	-1521892386	-4359203539	-3788357651	2/18/1988	11/21/1991	1	1	540	554	7	1
T30234547	0.691439793	0.016974527	0.192460277	0.421178289	-8009	2846	-4239	-6923	5313	8601512206	-6617697613	9356165900	-676404030	2490026336	3/5/1990	2/27/1987	1	1	142	121	1	1
T30234548	0.747508576	0.642214688	0.061668988	0.601914836	-331	-806	6911	-244	5367	5361213418	9402497441	-7725354028	-6872055347	-2755389833	10/26/1981	2/21/1993	3	1	752	308	4	1
T30234549	0.543624516	0.891727513	0.725000621	0.294155574	-8364	-7720	-3621	-404	-4538	7305825639	-3021092273	-9913736231	706745703	-6104805084	6/28/1987	2/23/1992	1	1	368	568	1	3
T30234550	0.038988294	0.272232786	0.942334561	0.025263986	6671	-4768	8167	-9232	2099	-9452495172	4155432570	3976029647	4293204681	-4835408585	7/8/1988	12/24/1993	1	1	378	197	13	6
T30234551	0.518765007	0.250252833	0.107539099	0.016886188	9630	-4437	1352	2567	-8610	-7177551504	-2738262203	-8468923047	-6248946885	-3287164309	8/18/1989	5/6/1988	1	1	252	308	1	4
T30234552	0.405277998	0.640583086	0.004824757	0.209476782	4861	5395	7317	-2959	-4487	-6360257554	-2817896602	-4759808816	-6679201456	-1711529861	4/14/1987	5/8/1990	6	1	901	220	3	2
T30234553	0.777180777	0.960570274	0.88764505	0.792498765	-7514	1438	8327	6410	8406	4677413671	2949602960	-1508888928	3129129272	-8579204148	9/25/1986	2/26/1990	2	1	708	281	1	6
T30234554	0.276051203	0.715715045	0.351988833	0.670682515	-3425	5103	294	-2127	-1831	83165406	4280807515	-2548468338	360075684	4511877335	9/18/1987	1/8/1995	1	1	293	524	1	1
T30234555	0.299872491	0.299563222	0.77901355	0.518263905	-7012	-9562	-5982	4531	5461	5547838168	-8280595098	7614721908	4105425587	-4587402396	10/20/1986	12/15/1986	1	1	436	411	1	1
T30234556	0.544399844	0.355112013	0.378234652	0.332598381	3106	1951	-2860	8874	2329	-5418695258	6311579250	8391881926	2942009858	-3908759581	7/2/1985	7/17/1987	4	6	812	901	8	2
T30234557	0.408987556	0.669618036	0.518691544	0.212580477	4393	-5303	332	-8195	-2037	-9896514626	-5995957490	2822928841	-2082700765	-5904467661	3/10/1985	7/30/1991	1	1	472	95	1	1
T30234558	0.45934615	0.87973418	0.875803828	0.812285124	8519	1633	-452	-4393	-604	-8557472230	-799489393	-4104551301	-3014802795	7854282143	4/22/1993	7/9/1986	1	4	288	811	1	2
T30234559	0.59408873	0.794514287	0.03096652	0.601613416	9465	-1440	7548	1449	7428	1450174156	2557032501	9760550368	8044770776	-7741681087	12/20/1987	8/28/1985	1	1	76	292	1	1
T30234560	0.184725897	0.125735605	0.76752258	0.36912717	-2516	-4145	-1670	5922	9245	-5542257967	6638343083	-9086369103	-6105649789	7376914816	1/19/1992	9/21/1996	3	1	761	588	1	4
T30234561	0.003201467	0.578494384	0.995440095	0.900971015	4608	8597	-6539	-7871	-3406	-137397380	-8091083628	-3588063327	-8734733051	-2673157812	7/12/1979	1/24/1990	1	2	215	701	6	4
T30234562	0.758141243	0.01933356	0.028039379	0.796653164	-138	3783	4414	-9868	4956	926349221	-2747548013	8111243888	-8068570538	-5097363406	12/9/1985	3/22/1988	1	1	242	66	1	21
T30234563	0.832038672	0.13241831	0.445660954	0.859841004	-9791	7142	8744	8011	2624	-3301740769	8440006826	-822992141	-2283518115	-5269450148	4/25/1983	2/1/1990	1	1	358	345	1	2
T30234564	0.103684568	0.002285113	0.537214645	0.003521951	-6041	-8939	-4511	-2031	-3888	1051060380	2188243295	8736930935	2312411739	-7726541616	4/11/1993	3/4/1994	1	1	488	399	12	3
T30234565	0.494927601	0.11680602	0.175832979	0.042640651	7497	1972	-5313	-1551	9591	-5567372419	6501372479	2284865275	7442657674	1809500549	5/31/1989	1/17/1989	1	1	544	7	5	1
T30234566	0.302137029	0.042431052	0.595557561	0.754754528	1199	3596	-1847	5559	-5727	-5256577234	8931187068	6658807037	-5361459785	-2457967660	9/29/1984	1/30/1992	1	1	208	570	5	1
T30234567	0.931768176	0.732762785	0.741645321	0.155031347	-7005	4088	5148	4608	-6203	9675091175	5750279324	238817434	4911046877	-7487891052	3/31/1988	8/9/1986	1	1	462	440	1	1
T30234568	0.87800378	0.688010172	0.760489833	0.658108523	-9591	-5960	-5045	8293	6085	-4472687574	-1558787868	8450958754	-429851953	-7365665590	2/11/1993	4/26/1991	1	1	389	282	6	12
T30234569	0.876881762	0.417640898	0.187202903	0.047333893	8641	477	-5254	9288	335	9865180460	7722821332	-5752701630	-6055900741	-8582594038	7/27/1986	10/13/1985	1	1	323	220	5	7
T30234570	0.894017721	0.859773957	0.486264977	0.783909957	-8463	6687	2025	-9924	-1095	-1056231850	-4114889392	8671095098	-8727796231	8580177259	4/20/1987	4/19/1993	1	1	263	525	10	1
T30234571	0.495044773	0.372299378	0.467823407	0.103184181	-8372	-4982	-6057	-283	-51	2369740059	-9339289635	3612234569	6802139540	4503628250	4/26/1984	8/4/1996	1	2	346	706	1	11
T30234572	0.715226903	0.141698163	0.655884307	0.78264324	6423	4428	-2033	-9240	-5566	-7807211307	5413070074	9399207203	8225769392	-4249731319	11/26/1997	1/31/1987	1	1	120	265	1	11
T30234573	0.391871596	0.988650931	0.24379275	0.038071177	8830	-3110	6393	2645	-2411	-7710076420	8374334957	-8474579179	9987761618	8793993345	6/10/1987	4/18/1991	1	2	460	703	9	16
T30234574	0.423066095	0.283862546	0.245998892	0.25577039	-7512	-6059	7198	2502	-9799	555777622	4561018884	-5977544319	3126072602	5463649216	6/28/1983	9/12/1986	1	1	195	244	1	2
T30234575	0.158260248	0.824579252	0.194814402	0.043272519	-7167	-4005	1457	9115	-161	-7770148212	8770969890	-3661704642	-3395661764	-6346288218	2/23/1979	6/21/1996	1	2	397	708	1	1
T30234576	0.638993343	0.709089862	0.224989368	0.213341061	849	12	-4015	-3314	1729	9019597911	132381518	-6750628921	4383886453	-2888801473	9/13/1989	11/2/1991	1	2	457	704	1	7
T30234577	0.978976232	0.485264722	0.76921542	0.815662666	6616	7382	9265	1169	-3463	7722119482	6760172925	-4386290181	-3915232312	-6953464266	10/30/1992	4/20/1989	1	1	19	319	9	6
T30234578	0.206821564	0.982417221	0.745103014	0.188334532	9260	-6919	-5916	7884	-3837	-6367380999	-2313672792	-2184139285	7412354459	-8322827238	10/19/1981	3/24/1986	2	1	705	279	1	4
T30234579	0.247416693	0.289015988	0.162232874	0.990621607	-8157	9842	-6668	-8340	976	-9815056726	3363137433	-8937740918	-1294032363	3590714051	9/8/1991	7/8/1996	1	1	477	310	1	1
T30234580	0.559278786	0.247050714	0.284245005	0.874341043	-5623	7643	-9764	7895	-9241	-2341566594	977054160	3795887788	-3771628771	4615380922	3/17/1985	5/15/1990	1	1	170	373	5	4
T30234581	0.498568474	0.759813709	0.999136117	0.884041051	-3034	9278	458	-6337	-2792	-1396493493	-7925689325	-9437481675	5784598553	-1118057740	4/27/1987	9/5/1994	1	3	564	758	4	6
T30234582	0.655001124	0.004601328	0.975949262	0.179162793	-4879	5249	-4239	-7753	1580	1023614358	9483902996	1127799293	3000278048	-4868328450	10/22/1991	11/27/1990	1	1	401	253	1	10
T30234583	0.734226059	0.036224907	0.890097398	0.758702583	2675	5486	-2248	2232	3344	-5880791970	5464062701	-2774749750	-1006436747	3466959678	3/26/1989	5/30/1994	1	1	75	543	1	6
T30234584	0.603140372	0.090547496	0.340734755	0.058311677	9811	5798	-7275	4968	-9936	3428847198	-3366899575	5117767111	9878734858	-4024790003	5/19/1994	7/27/1995	1	1	535	212	3	1
T30234585	0.641979487	0.576092831	0.147208911	0.035726682	-8152	-1166	4753	4297	4	-638229731	-9057804462	2121468477	-5807673486	9404134346	8/5/1989	2/21/1991	1	1	573	217	4	10
T30234586	0.253977298	0.563617207	0.516125398	0.345768792	-5222	-3734	4748	-8722	-9018	4606425611	-8856008190	5279111845	3853932231	-6084164591	4/11/1979	1/2/1987	1	2	122	705	1	7
T30234587	0.395751903	0.051908162	0.816434508	0.008170345	-5388	8553	3832	-1386	-3498	4678844912	-7570646156	5232871375	3648381905	5576166825	8/3/1991	6/14/1991	1	1	167	126	1	3
T30234588	0.154938534	0.944769541	0.353609309	0.362762219	-9977	5510	6348	3402	-4089	-8687080685	4937116101	-625442678	9119342571	-4745460792	6/10/1988	1/15/1996	1	1	345	12	5	5
T30234589	0.759858975	0.22652083	0.751154347	0.379491844	-5417	8870	5081	9751	-3864	3389053126	-3267642311	2751455169	2678547992	-398265249	9/22/1994	11/13/1988	1	2	354	709	6	5
T30234590	0.72514099	0.71945439	0.333469584	0.285809834	8629	-3113	8391	-8258	-5353	7440096094	-2351813583	5909663651	-7670237431	5648107379	2/4/1991	10/17/1987	1	1	148	146	1	1
T30234591	0.062802164	0.996255727	0.43385459	0.23553201	-3122	3364	6051	-8708	449	4861872604	355362115	3751957089	-9082450293	-2011758253	8/4/1980	2/3/1996	1	1	62	578	10	1
T30234592	0.782982859	0.962408428	0.139363339	0.077953118	-8415	1055	-263	6721	-3743	3104351716	2933239738	8561782	6906425067	5239884943	10/15/1989	4/29/1992	1	1	39	262	5	9
T30234593	0.67256357	0.94461174	0.900597988	0.060826232	4516	5355	1870	-6683	8494	-7870458476	2182222582	6182380041	9170680315	-8760717442	1/16/1991	11/19/1993	1	1	499	583	6	14
